"Applications","PT.Undergrads","RoomAndBoard","OutOfState","Percent.Donating.Alumni","Spending.On.Students","Book.Costs","Top25.Percent","PhD.Students","Accepted","FT.Undergrads","Student.Faculty.Ratio","Graduation.Rate","Terminal.Degrees","Top10.Percent","Personal.Costs","Enrolled"
437,-0.383792923134674,-1.17947534535009,-0.360592417753778,-1.27050830804419,-0.340721958789158,-0.299087518054833,-1.05008267307007,0.0208087408688814,-0.660436191446784,-0.636214389300131,0.179442486257374,-1.01662681276346,-0.455273704277683,-0.825298063035755,0.530753119854745,-0.612341318056817
576,-0.475751060091921,-0.672498216497987,-0.00265204995092013,-0.382824623841321,-0.171047640556766,-0.904761373324987,-0.848111205287301,0.755735634283464,-0.595975704553955,-0.626318340144324,0.608914455993495,-1.19127174610797,1.24282378143545,-0.938674405853786,0.235363321718404,-0.691981757389876
7365,0.261227723236868,-0.708971391235549,-2.01358092184336,1.39254274456441,-0.334019248700971,1.88133836091772,1.32308207337748,0.204540464222527,1.38026858980594,4.8816576858256,1.61943673772555,-1.889851479486,-0.251502005992107,1.15878793627978,-0.178182395672474,4.12734104441336
594,-0.088213197200668,-1.39284341756482,-1.20821509428693,-0.382824623841321,-0.668388729100243,0.306586337215321,0.0607603997351639,0.265784372007076,-0.666555857923951,-0.413347115603714,0.608914455993495,-0.259832101603927,-0.0477303077065317,0.478529879371598,-0.946195870826961,-0.50902399135447
4350,-0.0783605396695344,0.532940208578417,-0.982016667411517,0.585557577107262,-0.823891603146182,0.609423264850397,1.12111060559471,0.143296556437979,0.0649482749801123,-0.144916782252433,0.88680808346981,1.07911238737063,0.0201935917219936,0.648594393598644,1.12448661410879,-0.0258002445903666
440,-0.509250095697775,-0.599551867022864,0.400030863827295,0.666256093852977,0.249882552981379,-0.299087518054833,0.717167670029166,-0.591630336976604,-0.657580347090773,-0.630235526268498,-0.982658137734484,0.555177587337111,-0.251502005992107,0.421841707962583,-0.65080607269062,-0.679067091552083
14752,2.84656505940631,-0.956077150082527,-1.32007145922533,-0.947714241061327,-0.349148222900021,0.609423264850397,1.47456067421455,1.12319908099076,3.08153587045844,5.42573422170427,1.41733228137914,-0.0269721904779159,1.31074768086397,1.15878793627978,2.6575596664364,4.89576366176207
599,-0.268845251938116,1.72561302249667,0.0192220836370323,1.06974867758155,-0.487032544714154,-1.51043522859514,-1.40353274168992,-0.836605968114799,-0.622086281523202,-0.549417791496069,0.608914455993495,0.3223176762111,-0.251502005992107,-1.10873892008083,-1.53697546709964,-0.598350430065874
2519,-0.330588572466553,0.189180536676901,1.62423663565304,1.3118442278187,0.235136590787367,0.306586337215321,0.262731867517934,0.204540464222527,-0.074580120699302,-0.421387655542808,-0.325818654608651,1.02089740958913,0.427736988293145,0.138400850917506,-0.724653522224705,-0.342209557616305
500,-0.544062818974447,-1.5113812354619,-0.979530970412886,2.44162346225871,-0.245734981539422,-0.299087518054833,-0.0402253341562211,0.204540464222527,-0.686546768416031,-0.676004753614108,0.0531272010408679,-0.841981879418953,-0.251502005992107,-0.145040006127571,-0.50311117362245,-0.671533536480037
2100,-0.561140758695078,0.30315920773178,1.44153790625367,1.63463829480156,0.857914110981201,-0.299087518054833,0.464703335300704,0.694491726498916,-0.0554051657375111,-0.411491606387,-0.755290624344773,0.205887720648095,1.1069759825784,0.0817126795084906,-1.2415856689633,-0.244273341679705
5548,-0.229434621813582,-0.194699627435933,-0.575853777835219,-1.02841275780704,-0.470563028497466,0.54279914077068,0.767660536974859,0.633247818714367,0.629997479705226,1.07394660543787,2.17522399267817,-0.259832101603927,0.631508686578721,0.138400850917506,1.54246317847171,0.827643922857147
809,-0.533553317607904,-0.20746523859408,0.511887228765688,-0.06003055685846,-0.483393930666281,-0.904761373324987,-0.191703934993299,-1.20406941482209,-0.527435440009682,-0.500762216480015,-0.148977255305542,-0.78376690163745,-1.81375169284819,-0.0316636633095401,-0.429263724088364,-0.523014879345412
6040,-0.387077142311719,-0.85851140765955,-1.38817955698782,-0.786317207569897,-0.585849642014283,-0.904761373324987,0.818153403920551,-0.224166890269313,1.04368693356173,0.399984424389224,0.406809999647085,0.613392565118613,-0.523197603706208,0.478529879371598,-0.355416274554279,0.904055695730758
1154,0.372891175256382,0.148148215097144,0.0296620110312823,-1.02841275780704,-0.375193039242691,-0.299087518054833,-1.25205414085284,-2.24521584715942,-0.395250644102868,-0.310881773302956,0.0531272010408679,-0.259832101603927,-2.15337118999081,-0.88198623444477,-0.207721375486108,-0.414316441877318
1003,-0.456702588865063,2.363893580404,1.42165233026462,0.827653127344407,0.847572786845141,-0.299087518054833,-0.141211068047606,0.08205264865343,-0.50458868516159,-0.526945513204756,-1.3110778792974,0.788037498463121,0.0881174911505188,-0.258416348945602,-0.207721375486108,-0.521938657192263
1732,-0.489544780635508,0.956029035534129,1.5180973738115,0.666256093852977,0.243562854898231,-0.299087518054833,0.969632004757629,0.572003910929819,-0.242258982173686,-0.385514477353005,-0.70476451025817,0.438747631774105,0.563584787150196,0.535218050780613,-1.09389076989513,-0.33144733608481
1910,-0.551944944999354,1.68549253028536,2.19321267863967,0.585557577107262,0.810803634361372,1.21509712012055,1.47456067421455,1.5519064354826,-0.481741930313499,-0.555808989909195,-0.932132023647882,0.788037498463121,1.24282378143545,1.27216427909781,-0.872348421292876,-0.532700878723757
404,-0.496113218989597,-1.23783242493019,-1.10381582034443,-0.705618690824182,-0.785781908644776,-0.299087518054833,-0.393675402776068,-1.51028895374483,-0.660436191446784,-0.598485701893615,-0.174240312348844,-0.259832101603927,-1.54205609513409,0.0250245080994752,-1.2415856689633,-0.657542648489094
174,-0.540121755961993,-1.16488607545507,-0.532105510659314,-0.382824623841321,-1.2055630661678,0.306586337215321,-1.35303987474423,-0.652874244761153,-0.764062543793483,-0.546943779207117,0.280494714430579,-0.434477034948434,-1.20243659799146,-1.10873892008083,-1.09389076989513,-0.744716642894199
7693,1.84290767890151,-0.761857494605013,-0.588282262828374,-0.382824623841321,-0.270822267869493,-0.329371210818341,0.515196202246396,0.694491726498916,1.54876340681061,1.83367454583685,0.7099666841667,-0.143402146040921,0.563584787150196,0.138400850917506,2.36364681729074,1.66602098016057
285,-0.251110468382076,-2.22260814284435,-1.67875753612777,-1.59330237502705,-1.11000157091051,0.306586337215321,-0.646139737504531,-0.34665470583841,-0.709393523264122,-0.52777018396774,2.40259150606789,-1.30770170167097,-0.183578106563582,-0.371792691763632,0.678448018922915,-0.615569984516265
668,-0.39233189299499,0.421697025628854,-0.239787543620313,0.262763510124401,-0.550421031548151,-0.299087518054833,-0.848111205287301,-0.34665470583841,-0.605767170917423,-0.493546347303905,1.51838450955234,0.496962609555608,-0.862817100848835,-0.485169034581663,-0.355416274554279,-0.584359542074931
2029,0.415586024557961,-0.853040431448916,-1.10679865674279,-0.786317207569897,-0.175260772612198,0.306586337215321,-0.494661136667453,1.12319908099076,-0.205133005545538,0.790672198352879,0.255231657387278,-1.19127174610797,0.971128183721347,-0.258416348945602,0.235363321718404,0.315362177958009
2308,0.0569492904246996,-0.65061431165545,-0.474934479690802,0.182064993378686,-0.487607062721713,0.403494154058545,-0.494661136667453,-1.02033769146844,-0.278569003271545,-0.514987787141488,0.204705543300675,-1.65699156835999,-1.06658879913441,-0.315104520354617,0.347611445010213,-0.521938657192263
1005,-0.533553317607904,0.0934384529908019,1.09602602344396,1.15044719432727,0.46092216775801,-0.60192444568991,-0.0402253341562211,1.49066252769805,-0.473174397245465,-0.541171083866229,-0.351081711651953,0.846252476244624,1.17489988200692,0.478529879371598,-1.35974158821784,-0.518709990732815
1305,-0.462614183383743,-0.321443909648959,1.44650930025093,1.39254274456441,0.0961032329581163,-1.51043522859514,0.414210468355011,1.12319908099076,-0.374851755845644,-0.536429226979071,-0.50266005391176,1.19554234293364,0.767356485435771,0.81865890782569,-1.2415856689633,-0.479965993219434
692,-0.507279564191548,-0.453659168072619,0.0147478290394966,-0.302126107095606,-0.128341801994889,0.306586337215321,-0.292689668884684,-0.897849875899347,-0.588632104781354,-0.639719240042813,-0.628975339128267,-1.54056161279699,-1.06658879913441,-0.485169034581663,-0.591728113063352,-0.652161537723346
10705,-0.507279564191548,1.96268865829082,2.33638882576081,2.11882939527585,5.88418065311139,0.488288493796367,2.18146081145425,1.4294186199135,0.177142160394846,0.312775491203669,-2.09423264763974,1.95233705409317,1.1069759825784,3.8231319925035,1.14368695098765,0.577960383326475
13865,-0.351607575199638,1.87150572144692,1.99957688244632,2.360924945513,5.27768114313172,-0.299087518054833,2.23195367839994,1.49066252769805,0.059644564033234,0.651921342480826,-1.05844730886439,2.01055203187468,1.17489988200692,3.53969113545843,0.85568189780472,0.888988585586666
245,-0.275413690292205,0.371546410364708,0.337888438861521,-0.140729073604175,-0.135619030090635,-0.60192444568991,-0.494661136667453,-0.101679074700216,-0.738767922354525,-0.650646127652351,-0.70476451025817,1.19554234293364,-0.591121503134734,-0.258416348945602,0.530753119854745,-0.704896423227669
895,-0.528955410760042,-0.927810439660917,-1.22810067027598,-0.786317207569897,-0.686007281332049,0.306586337215321,-0.0907182011019136,-0.285410798053861,-0.6000554822054,-0.520760482482376,0.507862227820291,-0.201617123822424,-0.251502005992107,-0.428480863172648,0.383058220786574,-0.501490436282423
1151,-0.509250095697775,1.65631399049531,1.27947046194293,0.908351644090122,1.33342351523744,-0.299087518054833,0.414210468355011,0.327028279791624,-0.491941374442111,-0.587558814284077,-1.2352887081675,0.671607542900116,0.699432586007246,0.70528256500766,-0.207721375486108,-0.572521098390287
1681,-0.54209228746822,1.22319504048677,1.44377503355243,0.504859060361546,0.405576933029837,-0.299087518054833,0.363717601409319,0.694491726498916,-0.387499066565123,-0.50818425334687,-0.123714198262241,-0.78376690163745,0.835280384864297,0.421841707962583,0.970883919077893,-0.46920377168794
2994,-0.547347038151491,1.77120449091863,1.87902057801271,2.60302049575014,0.474519093936903,-0.904761373324987,1.97948934367148,1.1844429887753,-0.133736896645252,-0.211302778672642,-0.70476451025817,1.71947714296716,1.1069759825784,2.40592770727812,-0.65080607269062,-0.130193793445863
361,-0.0238425013305955,0.387047509628171,-0.397380733333516,-0.705618690824182,-0.505225614953519,0.306586337215321,-0.747125471395916,-0.959093783683896,-0.692666434893198,-0.628792352433276,0.0278641439975663,-0.78376690163745,-0.455273704277683,-0.995362577262801,-0.355416274554279,-0.640323094038702
3646,0.0464397890581572,1.65449033175843,0.429859227810866,0.585557577107262,-0.414643275761734,-0.420222289108864,0.666674803083474,0.388272187576173,0.11472156232774,-0.345930280729775,-0.275292540522049,1.83590709853017,-0.0477303077065317,-0.145040006127571,-0.798500971758791,-0.209834232778923
776,-0.0599689122780852,0.845697681953006,0.969255476513784,1.3118442278187,0.2491165289713,-0.299087518054833,0.111253266680856,-0.897849875899347,-0.575984794061875,-0.599722708038091,-0.603712282084965,0.496962609555608,0.223965290007569,-0.145040006127571,-0.50311117362245,-0.62633220604776
845,-0.331245416301962,-0.508368930178961,-0.706104300563481,1.39254274456441,-0.874066175806325,0.306586337215321,-1.75698281030977,-0.836605968114799,-0.524171617888526,-0.626318340144324,1.24049088207603,-1.54056161279699,-0.387349804849158,-1.27880343430788,-0.207721375486108,-0.56606376547139
1013,-0.557199695682625,-0.0798091270126147,0.350316923854676,3.00651307947872,0.66219497640614,0.306586337215321,1.32308207337748,1.36817471212895,-0.461343042056275,-0.5683852190447,-0.679501453214869,0.496962609555608,1.31074768086397,1.55560513614289,-0.65080607269062,-0.529472212264309
5081,0.367636424573111,1.49765568038692,0.939427112530213,-1.10911127455276,0.184770512124705,-0.299087518054833,-1.5045184755813,-0.714118152545701,0.824602873679145,0.0140385073127271,-0.856342852517978,0.0312427873035867,-0.251502005992107,-0.938674405853786,0.146746382277501,0.445585058489092
935,-0.0665373506321742,-0.234820119647251,-0.23630756782223,-0.140729073604175,-0.410047131701263,-0.299087518054833,-0.292689668884684,-0.77536206033025,-0.473582375010609,-0.530450363947438,-0.856342852517978,0.788037498463121,-0.0477303077065317,-0.315104520354617,0.235363321718404,-0.46812754953479
1190,-0.521730128570544,-0.672498216497987,-0.397877872733242,0.262763510124401,-0.593126870110029,-0.299087518054833,-1.30254700779853,-0.959093783683896,-0.424625043193271,-0.498906707263301,0.533125284863592,-0.143402146040921,-1.47413219570556,-0.88198623444477,-0.207721375486108,-0.490728214750929
344,-0.34438229301014,1.05997758353618,0.536744198751998,-1.27050830804419,0.0216073979779806,0.488288493796367,-0.696632604450223,0.265784372007076,-0.715921167506434,-0.659717506045175,-0.932132023647882,-1.30770170167097,0.0201935917219936,-0.938674405853786,1.34307506472968,-0.735030643515854
3580,1.02185288464038,-1.20318290892951,-1.4866131581336,-1.3512068247899,0.607615765688046,0.833522591300354,0.666674803083474,0.755735634283464,0.238338825166519,1.51081594212863,-0.578449225041664,-0.667336946074445,0.49566088772167,0.478529879371598,-0.0880885072408901,0.911589250802804
3708,-0.461300495712925,1.03262270248301,-0.842817635488184,-1.02841275780704,-0.294569012181927,-1.81327215623022,0.515196202246396,-0.101679074700216,-0.139040607592131,-0.174811097410602,0.937334197556412,1.02089740958913,-0.387349804849158,0.761970736416675,-1.09389076989513,-0.0623917977974479
584,-0.496770062825006,1.40647274354301,-0.369292357248986,0.0206679598872552,-0.213561973116124,-0.299087518054833,-0.242196801938991,-1.32655723039119,-0.655132480499906,-0.655387984539509,-0.578449225041664,-0.78376690163745,-1.60997999456261,-0.485169034581663,0.217639933830223,-0.698439090308773
1130,-0.347666512187185,-1.15576778177068,-0.110531299691504,-0.382824623841321,0.23896671083776,2.12360790302578,-1.65599707641838,-0.652874244761153,-0.53641095084286,-0.435819393895027,-0.654238396171568,-1.13305676832647,-0.93074100027736,-0.76860989162674,-0.0304874966043036,-0.492880659057228
5042,0.0306755370083435,0.960588182376324,-1.25519476756106,-1.3512068247899,-0.221413719219429,0.912260192485474,1.92899647672579,0.51076000314527,0.119617295509473,0.30246710666637,0.0783902580841691,0.904467454026126,0.49566088772167,1.55560513614289,-0.50311117362245,0.17652952020173
15039,1.49018253928693,0.34054421183778,-0.967102485419732,-0.624920174078466,0.29048182551554,0.960714100907087,2.23195367839994,1.06195517320621,3.11295015837457,2.11591811446811,-0.123714198262241,-0.55090699051144,1.17489988200692,0.478529879371598,-0.566619980221763,2.482873594401
2417,-0.365401295743225,0.0387286908844598,0.93197002153432,0.182064993378686,0.029650650083805,-0.299087518054833,0.717167670029166,-0.469142521407507,-0.0717242763432906,-0.458497839877086,-0.325818654608651,0.904467454026126,-0.79489320142031,0.478529879371598,-0.872348421292876,-0.380953555129685
510,-0.526984879253815,0.157266508781534,-0.0324804139344916,-0.544221657332751,-0.275418411929964,-0.904761373324987,-0.494661136667453,-0.959093783683896,-0.665739902393662,-0.603846061853011,0.0531272010408679,-0.318047079385429,-1.27036049741999,-0.428480863172648,-0.798500971758791,-0.630637094660357
927,0.894425180571051,-0.32965037396491,0.171346739953247,-0.705618690824182,0.235711108794926,0.306586337215321,-0.292689668884684,-0.0404351669156671,-0.525395551183959,-0.319746984005034,-0.148977255305542,-0.841981879418953,-0.0477303077065317,-0.201728177536586,1.21901134951242,-0.392791998814329
947,-0.252424156052894,0.722600717213736,0.10174722399158,0.10136647663297,-0.165302460481177,0.00374940958024365,0.616181936137781,0.265784372007076,-0.498061040919279,-0.500143713407777,-0.123714198262241,-0.259832101603927,0.903204284292822,0.478529879371598,-0.798500971758791,-0.553149099633597
457,0.740723723085368,1.15116052038008,0.183775224946402,0.746954610598692,-0.418090383807088,0.306586337215321,0.262731867517934,-0.530386429192056,-0.678387213113141,-0.625287501690594,-0.654238396171568,0.555177587337111,-1.06658879913441,0.421841707962583,-0.946195870826961,-0.648932871263898
1801,-0.275413690292205,-1.1119999720856,-1.14358697232253,-1.18980979129847,-0.884982017949944,-0.904761373324987,-0.898604072232993,0.204540464222527,-0.148424096190454,-0.0981167164530925,1.26575393911933,-1.30770170167097,-0.251502005992107,-0.825298063035755,1.60892588305239,0.0420017510580487
651,-0.539464912126584,-0.645143335444816,-1.35238552020753,-1.18980979129847,-0.23635118741596,0.306586337215321,-1.95895427809254,-1.69402067709848,-0.586592215955632,-0.635595886227893,-0.0226619700890361,-1.19127174610797,-2.35714288827639,-1.10873892008083,-1.09389076989513,-0.577902209156034
1457,-0.232061997155218,0.5675897245791,1.1308257814248,-0.140729073604175,-0.413302733744097,-0.60192444568991,-0.292689668884684,0.265784372007076,-0.39729053292859,-0.534161382380865,1.87206730815856,-0.0851871682594186,1.24282378143545,-0.0316636633095401,-1.16773821942922,-0.46812754953479
1618,2.42815553625084,-0.358828913754959,-0.794097974315017,-0.624920174078466,-0.618022650437581,-0.299087518054833,-0.0907182011019136,-0.101679074700216,-0.35812466747472,0.225360390327369,-0.174240312348844,-1.01662681276346,-0.455273704277683,-0.541857205990678,4.353097107739,-0.323913781012764
1351,-0.34438229301014,-1.21047754387702,-1.49158455213086,-1.18980979129847,-0.723350951823377,-1.51043522859514,1.12111060559471,-0.0404351669156671,-0.459711130995697,-0.27109140898898,1.21522782503273,-0.841981879418953,-0.523197603706208,-0.541857205990678,-1.09389076989513,-0.225977565076164
805,-0.425830928600844,-0.0296585117484678,0.303088680880688,0.908351644090122,-0.193645348854082,-0.904761373324987,1.62603927505163,0.08205264865343,-0.583736371599621,-0.479114608951686,-0.0226619700890361,0.380532653992603,-0.0477303077065317,2.23586319305107,-0.65080607269062,-0.530548434417459
440,-0.557199695682625,-1.19041729777136,-0.109537020892051,-0.22142759034989,-0.0440791608862522,-0.904761373324987,-0.343182535830376,-0.469142521407507,-0.696746212544643,-0.666727207530538,-0.679501453214869,-0.143402146040921,-0.319425905420633,-0.145040006127571,-0.355416274554279,-0.718887311218612
4877,-0.366058139578634,0.0569652782532405,-0.967102485419732,-1.02841275780704,-0.616299096414904,0.427721108269351,-0.393675402776068,0.572003910929819,0.317894489369694,0.0872280375275542,0.558388341906893,0.0312427873035867,0.699432586007246,-0.825298063035755,0.207301290895451,0.0366206402923015
6361,-0.124996451983567,-0.125400595434566,0.233489164919021,0.182064993378686,-0.146726378236773,-0.299087518054833,-0.242196801938991,0.51076000314527,1.33579901340519,0.451320179384976,0.179442486257374,1.60304718740416,0.35981308886462,-0.0883518347185555,-0.65080607269062,0.78244259242487
701,-0.261619969748618,-1.58068026746327,-1.95392419387622,0.10136647663297,-0.917346532375761,-0.299087518054833,-0.797618338341608,-1.51028895374483,-0.619230437167191,-0.565086535992764,1.51838450955234,-1.24948672388947,1.3786715802925,-0.995362577262801,-0.65080607269062,-0.346514446228903
4186,-0.521073284735135,2.18152770671619,2.22204676382379,0.10136647663297,1.43434717856528,-0.844193987797972,1.07061773864901,1.06195517320621,0.295455712286747,-0.181614631205219,-1.08371036590769,1.07911238737063,1.17489988200692,1.15878793627978,-0.50311117362245,-0.0430197990407578
872,-0.538151224455767,-1.6025641723058,-0.0613144991186107,0.746954610598692,-0.741544022062741,-0.299087518054833,-0.999589806124378,-0.959093783683896,-0.529067351070259,-0.638894569279829,-0.679501453214869,1.02089740958913,-1.13451269856294,-0.76860989162674,0.235363321718404,-0.673685980786335
876,-0.484290029952237,-0.690734803866768,0.0893187389984253,-0.302126107095606,-0.876938765844119,-0.904761373324987,-1.05008267307007,-0.285410798053861,-0.496429129858701,-0.502411558005983,1.18996476798942,0.729822520681619,-0.387349804849158,-0.76860989162674,-0.768961991945157,-0.444450662165503
2807,0.162701147925533,-1.97641421336581,-1.64793489334475,0.504859060361546,-0.87636424783656,-0.299087518054833,-0.949096939178686,-0.652874244761153,0.232627136454496,0.680372483803773,0.229968600343977,0.0894577650850894,-0.998664899705885,-0.825298063035755,0.929529347338805,0.991229690135863
1132,-0.421233021752982,-0.143637182803347,1.43159511825914,-0.705618690824182,0.894108745457411,-0.686718785427732,1.67653214199732,1.06195517320621,-0.478070130427199,-0.478496105879448,-0.932132023647882,-0.201617123822424,0.699432586007246,1.72566965036994,1.69163502653057,-0.514405102120217
3844,-0.033695158861729,-0.499250636494571,-1.37326537499603,-0.705618690824182,-0.51499242108202,0.306586337215321,-0.444168269721761,0.51076000314527,0.556561481979218,0.788404353754673,1.56891062363894,-0.725551923855948,0.427736988293145,-0.0883518347185555,-1.16773821942922,0.956790581235081
1758,-0.447506775169338,-0.234820119647251,0.397545166828664,-0.463523140587036,-0.114936381818515,0.306586337215321,0.111253266680856,1.1844429887753,-0.217780316265017,-0.342013094605601,-0.224766426435446,0.380532653992603,1.1069759825784,-0.0316636633095401,-0.355416274554279,-0.388487110201731
1549,-0.50596587652073,-0.727207978604329,0.695828806664379,1.23114571107298,-0.136193548098194,0.306586337215321,0.818153403920551,0.0208087408688814,-0.255722248423454,-0.295006861115515,-0.0731880841756384,0.671607542900116,0.35981308886462,0.591906222189629,-1.38928056803147,-0.207681788472624
4226,0.974560128490937,-0.316884762806764,-1.3290199684204,-1.02841275780704,-0.662069031017095,0.912260192485474,0.212239000572241,0.265784372007076,0.672019189515108,0.825308370398205,0.634177513036797,-0.900196857200456,0.427736988293145,-0.76860989162674,0.323980261159306,1.3205536689996
9478,0.639569772432397,-0.161873770172128,-0.504265704274647,-1.02841275780704,-0.346658644867266,-0.480789674635879,0.464703335300704,0.878223449852561,1.75152835608742,2.46289833799362,1.29101699616263,-0.376262057166932,0.631508686578721,0.0817126795084906,0.678448018922915,1.52180721163854
1860,-0.561140758695078,1.50677397407131,1.63045087814962,2.360924945513,1.68196443982317,-0.299087518054833,1.87850360978009,1.61315034326714,-0.510708351638758,-0.579930609726476,-1.13423647999429,1.25375732071514,1.31074768086397,2.46261587868714,-0.724653522224705,-0.595121763606426
875,0.359097454712795,0.430815319313245,-0.18410793085098,-1.02841275780704,-0.384576833366153,-0.904761373324987,-0.898604072232993,-1.69402067709848,-0.520091840237081,-0.520966650173122,0.10365331512747,0.0312427873035867,0.699432586007246,-1.16542709148985,-0.207721375486108,-0.616646206669415
1756,-0.377881328615994,0.950558059323495,0.499458743772533,0.10136647663297,-0.15859975039299,-0.60192444568991,-1.75698281030977,-0.652874244761153,-0.211660649787849,-0.448601790721279,-0.426870882781856,0.264102698429597,-0.93074100027736,-1.39217977712591,-0.695114542411071,-0.445526884318652
2139,0.864210364142242,0.923203178270324,0.474601773786224,-0.302126107095606,-0.0109486224503563,-0.299087518054833,0.414210468355011,0.93946735763711,-0.214924471909005,-0.312118779447432,-0.376344768695254,-0.143402146040921,0.427736988293145,-0.201728177536586,0.0138209731161476,-0.299160671490327
608,-0.479035279268965,-0.398949405966277,-0.586790844629195,-1.10911127455276,-0.374810027237652,-0.299087518054833,-0.444168269721761,-0.591630336976604,-0.611478859629446,-0.651883133796827,-0.679501453214869,-1.24948672388947,-0.523197603706208,-0.0883518347185555,-0.355416274554279,-0.702743978921371
323,-0.559170227188852,0.996149527745446,1.41916663326599,0.262763510124401,1.14172600671529,-1.66185369241268,-0.242196801938991,-0.591630336976604,-0.710209478794411,-0.681777448954996,-1.74054984903352,-0.0851871682594186,-0.523197603706208,0.195089022326521,-0.798500971758791,-0.708125089687118
232,-0.448820462840156,-0.508368930178961,-0.880103090467648,-1.10911127455276,-0.533376997323905,-0.60192444568991,-1.10057554001576,-0.34665470583841,-0.735504100233369,-0.652707804559811,-0.50266005391176,-1.36591667945248,-0.251502005992107,-0.655233548808709,0.715371743689958,-0.725344644137509
12229,0.376832238268835,1.93715743597453,1.68762190911813,-1.02841275780704,1.40696182020498,0.306586337215321,0.767660536974859,1.06195517320621,2.64336775069326,1.97077606018294,-0.679501453214869,0.147672742866592,0.971128183721347,0.988723422052736,1.28399710510241,1.82637808097984
6773,0.0595766657663352,-1.28524755208902,-0.645453293796886,-0.302126107095606,-0.501587000905646,-0.299087518054833,-0.0402253341562211,-0.407898613622959,0.411729375352925,0.442661136373644,0.987860311643014,0.555177587337111,-0.79489320142031,-0.711921720217724,0.501214140041111,0.263703514606835
21804,2.1082725884067,-0.335121350175544,-0.219901967631266,-0.624920174078466,-0.202263118967466,0.124884180634274,0.212239000572241,0.816979542068013,6.82350793236367,4.64147232610652,1.03838642572962,0.0894577650850894,0.427736988293145,0.0817126795084906,-0.414494234181547,5.48230473522852
7033,0.44580084098677,1.45206421196496,2.13753306587033,-0.140729073604175,1.39030079798577,-1.20759830096006,0.969632004757629,1.5519064354826,1.26725874886091,0.255873208557776,-1.2605517652108,0.496962609555608,1.24282378143545,1.10209976487077,-0.798500971758791,0.476795500930426
3713,-0.491515312141734,1.10100990511594,-0.855246120481339,-0.382824623841321,0.0627811885197009,0.669990650377413,1.37357494032317,0.0208087408688814,-0.318958802020849,-0.35644483295782,-0.401607825738555,-0.0269721904779159,0.0201935917219936,1.10209976487077,1.56461741333194,-0.362657778526144
